"","X","SNo","Date","StartupName","IndustryVertical","SubVertical","CityLocation","InvestorsName","InvestmentType","AmountInUSD","Remarks","New_Date","dd","mm","yyyy","mmyyyy","New_Date","dd","mm","yyyy","mmyyyy"
"348",550,5124,"18/11/2016","GramCover","Finance","Insurance Marketplace for the Rural Sector","New Delhi","Omnivore Capital","Seed Funding",1000000,"","18/11/2016",18,11,2016,"11-2016","18/11/2016","18","11","2016","11-2016"
"349",553,5125,"21/11/2016","Bats on delivery","Consumer Internet","Online food, Grocery ordering & Delivery","Gurgaon","Devdeep Singh","Seed Funding",90000,"","21/11/2016",21,11,2016,"11-2016","21/11/2016","21","11","2016","11-2016"
"350",554,5126,"21/11/2016","numberz.in","Technology","Cash Flow Management Solution for Businesses","Gurgaon","Kae Capital, Khosla Impact","Seed Funding",650000,"","21/11/2016",21,11,2016,"11-2016","21/11/2016","21","11","2016","11-2016"
"351",555,5127,"22/11/2016","Housing.com","Consumer Internet","Real Estate Portal","Mumbai","Softbank Group","Private Equity",5000000,"","22/11/2016",22,11,2016,"11-2016","22/11/2016","22","11","2016","11-2016"
"352",556,5128,"22/11/2016","Awesummly","Consumer Internet","Short News Mobile App","Bangalore","Vivek Bhargava, Ameera Shah","Seed Funding",147000,"","22/11/2016",22,11,2016,"11-2016","22/11/2016","22","11","2016","11-2016"
"353",558,5129,"22/11/2016","Vymo","Technology","SaaS-based predictive analytics platform","Bangalore","Sequoia India","Private Equity",5000000,"","22/11/2016",22,11,2016,"11-2016","22/11/2016","22","11","2016","11-2016"
"354",560,5130,"22/11/2016","Noddapp","Consumer Internet","App based networking platform","Mumbai","Undisclosed multiple investors","Seed Funding",147000,"","22/11/2016",22,11,2016,"11-2016","22/11/2016","22","11","2016","11-2016"
"355",561,5131,"23/11/2016","Knowlarity","Consumer Internet","Cloud Telephony Platform","Bangalore","Delta Partners, Sequoia India,  Mayfield, Blacksoil, Trifecta Capital","Private Equity",20000000,"","23/11/2016",23,11,2016,"11-2016","23/11/2016","23","11","2016","11-2016"
"356",562,5132,"23/11/2016","Infisecure","Technology","Bot Protection Solutions","Mumbai","IDG Ventures, Axilor Ventures","Seed Funding",600000,"","23/11/2016",23,11,2016,"11-2016","23/11/2016","23","11","2016","11-2016"
"357",563,5133,"23/11/2016","Udaan","eCommerce","B2B Marketplace","Bangalore","Lightspeed Venture Partners India, Lightspeed US","Private Equity",10000000,"","23/11/2016",23,11,2016,"11-2016","23/11/2016","23","11","2016","11-2016"
"358",566,5134,"24/11/2016","ShareChat","Consumer Internet","Local Language Social Networking Platform","Mumbai","Lightspeed India Partners, SAIF Partners, India Quotient, Venture Highway","Private Equity",4000000,"","24/11/2016",24,11,2016,"11-2016","24/11/2016","24","11","2016","11-2016"
"359",573,5135,"28/11/2016","Kloseby","Consumer Internet","proximity based  Rewards platform","Bangalore","Undisclosed Investor","Seed Funding",100000,"","28/11/2016",28,11,2016,"11-2016","28/11/2016","28","11","2016","11-2016"
"360",574,5136,"28/11/2016","WholeSaleBox","eCommerce","B2B Wholesale Apparel Marketplace","Jaipur","Manish Maheshwari, Contrarian Vriddhi Fund","Private Equity",2000000,"","28/11/2016",28,11,2016,"11-2016","28/11/2016","28","11","2016","11-2016"
"361",576,5137,"29/11/2016","Affordplan","Consumer Internet","Savings platform for Medical Expenses","New Delhi","Prime Venture Partners, Kalaari Capital","Private Equity",3000000,"","29/11/2016",29,11,2016,"11-2016","29/11/2016","29","11","2016","11-2016"
"362",577,5138,"30/11/2016","HandyTrain","Consumer Internet","Mobile App for SAAS based Training","Goa","Silver Range Investments, Lumina Datamatics, Shun Yoshida & Others","Private Equity",1000000,"","30/11/2016",30,11,2016,"11-2016","30/11/2016","30","11","2016","11-2016"
"363",578,5139,"30/11/2016","ShopsUp","eCommerce","Hyperlocal Shopping App","Bangalore","Anand Sankeshwar, Yang Shu","Seed Funding",963000,"","30/11/2016",30,11,2016,"11-2016","30/11/2016","30","11","2016","11-2016"
"364",579,5140,"30/11/2016","Indofash","eCommerce","Ethnic Indian Fashion Marketplace","Bangalore","Shekhar Sahu, Nitesh Pant","Seed Funding",150000,"","30/11/2016",30,11,2016,"11-2016","30/11/2016","30","11","2016","11-2016"
"365",580,5141,"30/11/2016","Entropika","Technology","AI, Machine learning Solutions","Bangalore","Dileep Bhatt, Milind Chaudhary","Seed Funding",200000,"","30/11/2016",30,11,2016,"11-2016","30/11/2016","30","11","2016","11-2016"
"366",581,5142,"30/11/2016","MarianaIQ","Technology","AI-driven B2B marketing platform","Bangalore","Exfinity Venture Partners","Private Equity",2000000,"","30/11/2016",30,11,2016,"11-2016","30/11/2016","30","11","2016","11-2016"
"367",582,5143,"30/11/2016","Chai Thela","Food & Beverage","Quick Service Restaurants","Noida","Quarizon","Seed Funding",218000,"","30/11/2016",30,11,2016,"11-2016","30/11/2016","30","11","2016","11-2016"
"368",583,5144,"30/11/2016","Interviewpad","Technology","Engineering Interview facilitation platform","Pune","Krishna Rokhale","Seed Funding",100000,"","30/11/2016",30,11,2016,"11-2016","30/11/2016","30","11","2016","11-2016"
"369",584,5145,"30/11/2016","Math Buddy","Consumer Internet","Online Math Learn","Vadodara","Menterra Social Impact Fund","Seed Funding",440000,"","30/11/2016",30,11,2016,"11-2016","30/11/2016","30","11","2016","11-2016"
"370",585,5146,"30/11/2016","Pulse","Consumer Internet","Campus Social Networking App","Bangalore","SAIF Partners","Private Equity",500000,"","30/11/2016",30,11,2016,"11-2016","30/11/2016","30","11","2016","11-2016"
"371",587,5147,"30/11/2016","Carcrew.in","Consumer Internet","Online Car repair Marketplace","Mumbai","TVS Group","Seed Funding",500000,"","30/11/2016",30,11,2016,"11-2016","30/11/2016","30","11","2016","11-2016"
"372",589,5148,"03/10/2016","Mystifly","Consumer Internet","Airline Ticket Aggregator","Bangalore","Recruit Holdings","Private Equity",5000000,"","03/10/2016",3,10,2016,"10-2016","03/10/2016","03","10","2016","10-2016"
"373",591,5149,"03/10/2016","Uniphore","Technology","Speech Recognition Solutions","Chennai","IDG Ventures, Indian Angel Network (IAN), YourNest Angel Fund","Private Equity",2000000,"","03/10/2016",3,10,2016,"10-2016","03/10/2016","03","10","2016","10-2016"
"374",592,5150,"03/10/2016","World Art Community","eCommerce","Art & Craft Marketplace","Gurgaon","Viraj Tyagi & Others","Seed Funding",200000,"","03/10/2016",3,10,2016,"10-2016","03/10/2016","03","10","2016","10-2016"
"375",593,5151,"04/10/2016","Giftxoxo","eCommerce","Online Gifting platform","Bangalore","Mahindra Holidays & Resorts India Ltd","Private Equity",450000,"","04/10/2016",4,10,2016,"10-2016","04/10/2016","04","10","2016","10-2016"
"376",596,5152,"04/10/2016","India Gifts Portal","eCommerce","Online Gifting platform","Noida","Naveen Arya, Tarun Joshi","Private Equity",2000000,"","04/10/2016",4,10,2016,"10-2016","04/10/2016","04","10","2016","10-2016"
"377",597,5153,"04/10/2016","Moglix","eCommerce","Industrial & Home products marketplace","Noida","Accel Partners, Jungle Ventures, SeedPlus","Private Equity",4200000,"","04/10/2016",4,10,2016,"10-2016","04/10/2016","04","10","2016","10-2016"
"378",598,5154,"04/10/2016","NetLinx","Consumer Internet","Internet Service Provider","Hyderabad","Xchange Investors NV, TransGlobal FZC","Private Equity",3000000,"","04/10/2016",4,10,2016,"10-2016","04/10/2016","04","10","2016","10-2016"
"379",600,5155,"04/10/2016","Remitr","Consumer Internet","Foreign Currency Payments Platform","Mumbai","Vijay Shekhar Sharma, Pravin Gandhi,  Smart Start Fund; Kunal Shah,  Sandeep Tandon, Vishal Gondal, & Others","Seed Funding",1000000,"","04/10/2016",4,10,2016,"10-2016","04/10/2016","04","10","2016","10-2016"
"380",601,5156,"04/10/2016","InnerChef","Consumer Internet","Online food ordering platform","Gurgaon","Mistletoe, M&S Partners","Private Equity",2500000,"","04/10/2016",4,10,2016,"10-2016","04/10/2016","04","10","2016","10-2016"
"381",602,5157,"04/10/2016","AppsDaily","Consumer Internet","Mobile Phone Theft, Damage Protection platform","Mumbai","Zodius Capital, Kalaari Capital, Qualcomm Ventures, Russian venture capital fund Ru-Net, Mumbai Angels","Private Equity",3750000,"","04/10/2016",4,10,2016,"10-2016","04/10/2016","04","10","2016","10-2016"
"382",606,5158,"05/10/2016","UE LifeSciences","Technology","Mobile Health Technology Solutions","Mumbai","Kiran Mazumdar-Shaw, Unitus Seed Fund","Private Equity",1200000,"","05/10/2016",5,10,2016,"10-2016","05/10/2016","05","10","2016","10-2016"
"383",608,5159,"06/10/2016","RealBox","Technology","Data Sciences Platform","Noida","Hyderabad Angels","Seed Funding",300000,"","06/10/2016",6,10,2016,"10-2016","06/10/2016","06","10","2016","10-2016"
"384",610,5160,"06/10/2016","GoZefo","eCommerce","Used Furniture & Appliances Marketplace","Bangalore","Helion Venture Partners, BeeNext","Private Equity",1050000,"","06/10/2016",6,10,2016,"10-2016","06/10/2016","06","10","2016","10-2016"
"385",611,5161,"07/10/2016","RayIOT","Technology","Baby Monitoring Devices manufacturer","Bangalore","HAX Accelerator","Seed Funding",100000,"","07/10/2016",7,10,2016,"10-2016","07/10/2016","07","10","2016","10-2016"
"386",612,5162,"07/10/2016","KOOH Sports","Technology","Sports Training & Technology","Mumbai","HDFC, Faering Capital, Elevate Sports","Private Equity",2200000,"","07/10/2016",7,10,2016,"10-2016","07/10/2016","07","10","2016","10-2016"
"387",613,5163,"07/10/2016","Flexiloans","Consumer Internet","Online Funds Raising Platform","Mumbai","Sanjay Nayar, Vikram Sud, Anil Jaggia, Narayan Seshadri","Private Equity",15000000,"","07/10/2016",7,10,2016,"10-2016","07/10/2016","07","10","2016","10-2016"
"388",615,5164,"10/10/2016","Vithi.com","eCommerce","Online Hair Extension etailer","New Delhi","undisclosed investor","Seed Funding",375000,"","10/10/2016",10,10,2016,"10-2016","10/10/2016","10","10","2016","10-2016"
"389",616,5165,"11/10/2016","Yupp TV","Consumer Internet","Internet-based TV streaming service provider","Bangalore","Emerald Media","Private Equity",50000000,"","11/10/2016",11,10,2016,"10-2016","11/10/2016","11","10","2016","10-2016"
"390",617,5166,"11/10/2016","Deyor Camps","Consumer Internet","Branded Camping location Aggregator","Gurgaon","Nitin Passi, Manickam Mahalingam, Udaan Angels, Rajesh Arora, Arkas Industries","Seed Funding",500000,"","11/10/2016",11,10,2016,"10-2016","11/10/2016","11","10","2016","10-2016"
"391",619,5167,"13/10/2016","FabAlley","ecommerce","online fashion brand store","Noida","India Quotient, FAO Ventures, Indian Angel Network, Tushar Singh, Ranjan Sharma","Private Equity",2000000,"","13/10/2016",13,10,2016,"10-2016","13/10/2016","13","10","2016","10-2016"
"392",622,5168,"13/10/2016","RoboVac","Technology","waterless car washing solution","Ahmedabad","Virendra Patel","Seed Funding",450000,"","13/10/2016",13,10,2016,"10-2016","13/10/2016","13","10","2016","10-2016"
"393",623,5169,"14/10/2016","Newspatrolling","Consumer Internet","Online News portal","New Delhi","Undisclosed","Seed Funding",25000,"","14/10/2016",14,10,2016,"10-2016","14/10/2016","14","10","2016","10-2016"
"394",624,5170,"14/10/2016","Postman","Consumer Internet","API Platform","Bangalore","Nexus Venture Partners","Private Equity",7000000,"","14/10/2016",14,10,2016,"10-2016","14/10/2016","14","10","2016","10-2016"
"395",625,5171,"14/10/2016","ISFC","Finance","Education Sector Lending","Hyderabad","Gray Matters Capital","Private Equity",6000000,"","14/10/2016",14,10,2016,"10-2016","14/10/2016","14","10","2016","10-2016"
"396",629,5172,"15/10/2016","DailyHunt","Consumer Internet","Vernacular content mobile app","Bangalore","ByteDance, Arun Sarin, Matrix Partners, Sequoia Capital India, Omidyar Network,  Falcon Edge","Private Equity",25000000,"","15/10/2016",15,10,2016,"10-2016","15/10/2016","15","10","2016","10-2016"
"397",630,5173,"15/10/2016","Tazzo Bikes","Consumer Internet","Motorbike rental platform","Hyderabad","DSG Consumer Partners","Seed Funding",227000,"","15/10/2016",15,10,2016,"10-2016","15/10/2016","15","10","2016","10-2016"
"398",631,5174,"15/10/2016","MyKindofJob","Consumer Internet","Internet & Fresher Job platform","Mumbai","Mayank Shah, Shreyans Shah","Seed Funding",1000000,"","15/10/2016",15,10,2016,"10-2016","15/10/2016","15","10","2016","10-2016"
"399",634,5175,"17/10/2016","Yumigo","Consumer Internet","App based Travel Discovery and Transactions platform","Gurgaon","Hemant Sahni","Seed Funding",300000,"","17/10/2016",17,10,2016,"10-2016","17/10/2016","17","10","2016","10-2016"
"400",635,5176,"17/10/2016","Rentalpha","Others","equipment rental and leasing company","Mumbai","Bravia Capital","Private Equity",16000000,"","17/10/2016",17,10,2016,"10-2016","17/10/2016","17","10","2016","10-2016"
"401",636,5177,"18/10/2016","3Dexter","Technology","3D Printing Solutions for Edu space","New Delhi","Newbie Promoters","Seed Funding",150000,"","18/10/2016",18,10,2016,"10-2016","18/10/2016","18","10","2016","10-2016"
"402",639,5178,"18/10/2016","MySUN","Technology","Solar Energy harnessing products marketplace","Noida","General Catalyst Partners","Private Equity",2500000,"","18/10/2016",18,10,2016,"10-2016","18/10/2016","18","10","2016","10-2016"
"403",641,5179,"19/10/2016","Furlenco","Consumer Internet","Online Furniture Rental platform","Bangalore","Lightbox Ventures, Axis Capital & Others","Private Equity",30000000,"","19/10/2016",19,10,2016,"10-2016","19/10/2016","19","10","2016","10-2016"
"404",642,5180,"19/10/2016","Fisdom","Consumer Internet","Personal Wealth Management Platform & App","Bangalore","Saama Capital, Raghunandan G, Aprameya Radhakrishna","Private Equity",1100000,"","19/10/2016",19,10,2016,"10-2016","19/10/2016","19","10","2016","10-2016"
"405",643,5181,"19/10/2016","Actofit","Technology","Wearable Technology platform & devices","Mumbai","Next Orbit Ventures Fund","Private Equity",750000,"","19/10/2016",19,10,2016,"10-2016","19/10/2016","19","10","2016","10-2016"
"406",647,5182,"21/10/2016","ChatOnGo","Consumer Internet","Hyperlocal  Communication Mobile app","Mumbai","Janak Jain","Seed Funding",300000,"","21/10/2016",21,10,2016,"10-2016","21/10/2016","21","10","2016","10-2016"
"407",649,5183,"24/10/2016","Healthians","Consumer Internet","Health Test Discovery & Ordering service","Gurgaon","BEENEXT","Private Equity",3000000,"","24/10/2016",24,10,2016,"10-2016","24/10/2016","24","10","2016","10-2016"
"408",650,5184,"24/10/2016","Box8","Consumer Internet","Online Food Ordering platform/App","Mumbai","IIFL Seed Ventures Fund, Mayfield Ventures","Private Equity",7500000,"","24/10/2016",24,10,2016,"10-2016","24/10/2016","24","10","2016","10-2016"
"409",651,5185,"25/10/2016","Kredx","eCommerce","Invoice discounting marketplace","Bangalore","Sequoia Capital","Private Equity",6000000,"","25/10/2016",25,10,2016,"10-2016","25/10/2016","25","10","2016","10-2016"
"410",652,5186,"25/10/2016","CreditMate","Consumer Internet","Credit Report Info platform","Mumbai","India Quotient","Seed Funding",500000,"","25/10/2016",25,10,2016,"10-2016","25/10/2016","25","10","2016","10-2016"
"411",655,5187,"25/10/2016","SooperMO","Technology","Android utility app suite creator","Gurgaon","Lalit Vase","Seed Funding",100000,"","25/10/2016",25,10,2016,"10-2016","25/10/2016","25","10","2016","10-2016"
"412",656,5188,"26/10/2016","OrangeTwig","Consumer Internet","Social Media Marketing platform","New Delhi","Undisclosed investor","Seed Funding",1000000,"","26/10/2016",26,10,2016,"10-2016","26/10/2016","26","10","2016","10-2016"
"413",658,5189,"26/10/2016","The Kettlery","eCommerce","Online Tea Etailer","Ahmedabad","hooting Starts Sports LLP, Franchise India Brands","Private Equity",1000000,"","26/10/2016",26,10,2016,"10-2016","26/10/2016","26","10","2016","10-2016"
"414",659,5190,"27/10/2016","Idea Bubbles","Consumer Internet","Doctor Consulting platform","Bangalore","1Crowd, Eureka Forbes Ltd, Shapoorji Pallonji & Co. Ltd.","Private Equity",700000,"","27/10/2016",27,10,2016,"10-2016","27/10/2016","27","10","2016","10-2016"
"415",660,5191,"27/10/2016","FR8","Technology","Truck Fleet Operation platform","Chennai","Omnivore Partners","Private Equity",971000,"","27/10/2016",27,10,2016,"10-2016","27/10/2016","27","10","2016","10-2016"
"416",661,5192,"27/10/2016","Ather Energy","Technology","Electric Vehicle Manufacturer","Bangalore","Hero MotoCorp","Private Equity",27000000,"","27/10/2016",27,10,2016,"10-2016","27/10/2016","27","10","2016","10-2016"
"417",663,5193,"29/10/2016","Velmenni","Technology","LiFi based wireless communication provider","New Delhi","Kalaari Capital","Seed Funding",100000,"","29/10/2016",29,10,2016,"10-2016","29/10/2016","29","10","2016","10-2016"
"418",664,5194,"29/10/2016","Volta Motors","Technology","Electric Bike Manufacturer","Chennai","Kalaari Capital","Seed Funding",100000,"","29/10/2016",29,10,2016,"10-2016","29/10/2016","29","10","2016","10-2016"
"419",665,5195,"29/10/2016","Cyclops","Technology","Clinical and Wearable Diagnostic Product creator","Bangalore","Kalaari Capital","Seed Funding",100000,"","29/10/2016",29,10,2016,"10-2016","29/10/2016","29","10","2016","10-2016"
